Index,Instrument,Event Title,Date,pre_start,pre_end,post_start,post_end,PT_pre_mean,PT_post_mean,Rec_pre_mean,Rec_post_mean,PT_pre_count,PT_post_count,Rec_pre_count,Rec_post_count,PT_pre_ema_01,PT_post_ema_01,Rec_pre_ema_01,Rec_post_ema_01,PT_pre_ema_03,PT_post_ema_03,Rec_pre_ema_03,Rec_post_ema_03,REC_1_pre_count,REC_1_post_count,REC_2_pre_count,REC_2_post_count,REC_3_pre_count,REC_3_post_count,REC_4_pre_count,REC_4_post_count,REC_5_pre_count,REC_5_post_count
47,AAPL.O,Q1 2013 Apple Inc. Earnings Conference Call,2013-01-23,2012-11-23,2013-01-22,2013-01-23,2013-02-23,23.943098148148100,22.125871000000000,2.142857142857140,2.8,27.0,40.0,7.0,5.0,23.030453944323200,22.275154547552000,2.1591976355900500,2.75580571903006,21.250764227960900,23.22615411788410,2.2175646875477100,2.6393927373697300,3.0,0.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0
48,AAPL.O,Q2 2013 Apple Inc. Earnings Conference Call,2013-04-23,2013-02-23,2013-04-22,2013-04-23,2013-05-23,19.40209888888890,18.186958235294100,1.5,2.857142857142860,27.0,34.0,6.0,7.0,18.979453553174000,17.89968474028600,1.4544763839772600,2.8292132057486300,18.084330243214000,17.92585334422620,1.3403645488020100,2.7917496916293500,3.0,1.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0
49,AAPL.O,Q3 2013 Apple Inc. Earnings Conference Call,2013-07-23,2013-05-23,2013-07-22,2013-07-23,2013-08-23,17.45128181818180,18.065109411764700,1.75,2.0,11.0,17.0,4.0,2.0,17.55735126872530,18.259768240469300,1.764466414655420,2.0,17.81617593006220,18.452689097525500,1.8065534938807700,2.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
50,AAPL.O,Q4 2013 Apple Inc. Earnings Conference Call,2013-10-28,2013-08-28,2013-10-27,2013-10-28,2013-11-28,20.133185675675700,21.127530714285700,2.4444444444444400,1.0,37.0,28.0,9.0,1.0,19.81687309203340,21.105812117882700,2.309344818560920,1.0,19.817320515809200,21.081181104210700,2.0422476754980000,1.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
51,AAPL.O,Q1 2014 Apple Inc. Earnings Conference Call,2014-01-27,2013-11-27,2014-01-26,2014-01-27,2014-02-27,22.848617142857100,20.84075375,2.6666666666666700,2.5714285714285700,21.0,24.0,3.0,7.0,23.125692722569800,20.782768165358300,2.7011070110701100,2.570360804833250,23.443198181130100,20.539303556942200,2.7762557077625600,2.5724987323538900,0.0,0.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0
52,AAPL.O,Q2 2014 Apple Inc. Earnings Conference Call,2014-04-23,2014-02-23,2014-04-22,2014-04-23,2014-05-23,22.00890625,22.740794285714300,1.8,1.6666666666666700,8.0,35.0,5.0,3.0,22.07157758082940,22.347454553937000,1.8022026324143500,1.6309963099631000,22.110007282745000,22.46454665005660,1.823302441311170,1.54337899543379,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
53,AAPL.O,Q3 2014 Apple Inc Earnings Call,2014-07-22,2014-05-22,2014-07-21,2014-07-22,2014-08-22,25.369265849056600,26.930555555555600,1.75,1.75,53.0,18.0,4.0,,26.61549754190390,26.406749451831200,1.7382960162838000,,25.712468607125100,26.044392930425500,1.7236478484011100,,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,AAPL.O,Q4 2014 Apple Inc Earnings Call,2014-10-20,2014-08-20,2014-10-19,2014-10-20,2014-11-20,28.137096774193500,30.31451612903230,2.0,2.0,31.0,31.0,7.0,,28.46770063826350,29.773172719295300,1.901252455659170,,28.467407917331200,29.493003222811800,1.7380096697450900,,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
55,AAPL.O,Q1 2015 Apple Inc Earnings Call,2015-01-27,2014-11-27,2015-01-26,2015-01-27,2015-02-27,32.5,34.2171052631579,2.25,2.25,14.0,38.0,4.0,,31.879289655510300,33.4446015300924,2.2617039837162000,,30.793881803881200,32.96554179514280,2.2763521515988900,,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
56,AAPL.O,Q2 2015 Apple Inc Earnings Call,2015-04-27,2015-02-27,2015-04-26,2015-04-27,2015-05-27,36.23,38.60576923076920,2.6,2.0,25.0,26.0,5.0,2.0,36.194501081587600,38.049312977111400,2.5116114380601200,1.9473684210526300,35.72300101163320,37.894205978202400,2.2787854747394600,1.8235294117647100,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
57,AAPL.O,Q3 2015 Apple Inc Earnings Call,2015-07-21,2015-05-21,2015-07-20,2015-07-21,2015-08-21,38.166666666666700,36.910714285714300,2.5,2.5,3.0,14.0,2.0,4.0,38.247232472324700,37.82191786274650,2.473684210526320,2.5027624309392300,38.37899543379000,39.07903786541220,2.411764705882350,2.5302013422818800,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
58,AAPL.O,Q4 2015 Apple Inc Earnings Call,2015-10-27,2015-08-27,2015-10-26,2015-10-27,2015-11-27,38.083333333333300,39.111111111111100,2.0,2.0,12.0,9.0,6.0,2.0,38.548822715781400,39.056093981080000,2.0,2.0,38.46197629430760,39.02162505444860,2.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
59,AAPL.O,Q1 2016 Apple Inc Earnings Call,2016-01-26,2015-11-26,2016-01-25,2016-01-26,2016-02-26,33.88,33.275,2.0,1.6666666666666700,25.0,20.0,4.0,3.0,33.14914798363910,32.8742504664027,1.921198022681010,1.7380073800738000,33.442689754717500,31.600198380953800,1.7406237662850400,1.9132420091324200,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
60,AAPL.O,Q2 2016 Apple Inc Earnings Call,2016-04-26,2016-02-26,2016-04-25,2016-04-26,2016-05-26,32.52272727272730,31.136416666666700,3.0,2.0,11.0,30.0,5.0,3.0,33.017471532158900,32.272595967778500,3.0310370931112800,2.03690036900369,33.17230913093920,32.72044156727860,3.179257870253510,2.136986301369860,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
61,AAPL.O,Q3 2016 Apple Inc Earnings Call,2016-07-26,2016-05-26,2016-07-25,2016-07-26,2016-08-26,29.982142857142900,32.11538461538460,3.25,1.6666666666666700,14.0,13.0,4.0,3.0,29.840898362149200,32.74942771723120,3.343413783076480,1.6678966789667900,29.53818647142720,33.81383226434810,3.571259376233720,1.6803652968036500,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
62,AAPL.O,Q4 2016 Apple Inc Earnings Call,2016-10-25,2016-08-25,2016-10-24,2016-10-25,2016-11-25,32.26770833333330,32.87955882352940,3.3333333333333300,2.25,24.0,17.0,3.0,4.0,32.16444217229010,32.82194935447980,3.2952029520295200,2.2907822041291100,32.52978048068220,32.91298037043580,3.182648401826480,2.394788787998420,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0
63,AAPL.O,Q1 2017 Apple Inc Earnings Call,2017-01-31,2016-11-30,2017-01-30,2017-01-31,2017-02-28,33.839285714285700,35.515571428571400,2.25,3.0,14.0,35.0,4.0,2.0,34.34444041033470,35.241433069756600,2.24105844722303,3.0,35.50689192334110,35.97048606199970,2.2538491906829800,3.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
64,AAPL.O,Q2 2017 Apple Inc Earnings Call,2017-05-02,2017-03-02,2017-05-01,2017-05-02,2017-06-02,39.70454545454550,41.70454545454550,2.0,2.0,22.0,22.0,2.0,,40.370820111703600,40.87529375474790,2.0,,42.099794869800100,39.039437730173900,2.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,AAPL.O,Q3 2017 Apple Inc Earnings Call,2017-08-01,2017-06-01,2017-07-31,2017-08-01,2017-09-01,41.675,43.7,2.75,2.75,10.0,25.0,4.0,,41.81203294745260,42.63910709619410,2.7092177958708900,,42.19217306094930,42.32015497833840,2.605211212001580,,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
66,AAPL.O,Q4 2017 Apple Inc Earnings Call,2017-11-02,2017-09-02,2017-11-01,2017-11-02,2017-12-02,46.6764705882353,48.544642857142900,1.6666666666666700,2.0,17.0,28.0,3.0,3.0,46.65503536039840,48.097264359302700,1.7011070110701100,1.966789667896680,47.350331622549700,48.338938615734400,1.7762557077625600,1.904109589041100,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
67,AAPL.O,Q1 2018 Apple Inc Earnings Call,2018-02-01,2017-12-01,2018-01-31,2018-02-01,2018-03-01,48.516666666666700,48.140625,2.5714285714285700,3.0,15.0,16.0,7.0,4.0,48.44841859680870,48.59179940554520,2.559042298196040,3.0,47.8770052042211,48.39894014560690,2.556014919483630,3.0,0.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
68,AAPL.O,Q2 2018 Apple Inc Earnings Call,2018-05-01,2018-03-01,2018-04-30,2018-05-01,2018-06-01,48.241136363636400,49.25,1.6666666666666700,3.0,11.0,20.0,3.0,1.0,48.85583767801740,48.07823686534170,1.6642066420664200,3.0,50.247020302570900,45.523671644675100,1.6392694063926900,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
69,AAPL.O,Q3 2018 Apple Inc Earnings Call,2018-07-31,2018-05-31,2018-07-30,2018-07-31,2018-08-31,53.00096153846150,54.351724137931000,3.0,1.75,13.0,29.0,1.0,4.0,53.29042556336970,53.45001371879540,3.0,1.8432683919744100,54.30414562658600,52.649057963632500,3.0,2.0659297275957400,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
70,AAPL.O,Q4 2018 Apple Inc Earnings Call,2018-11-01,2018-09-01,2018-10-31,2018-11-01,2018-12-01,61.87931034482760,57.25892857142860,1.3333333333333300,3.0,29.0,28.0,3.0,4.0,62.537011056517900,57.078947632971600,1.2988929889298900,3.0,62.77358522145540,57.44073056508260,1.2237442922374400,3.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
71,AAPL.O,Q1 2019 Apple Inc Earnings Call,2019-01-29,2018-11-29,2019-01-28,2019-01-29,2019-02-28,47.64872549019610,44.97683333333330,2.7777777777777800,2.5,51.0,15.0,9.0,2.0,48.80651383294000,45.416798924043700,2.689836181935250,2.4210526315789500,51.902370225480000,46.36872014531310,2.468554246939160,2.235294117647060,0.0,1.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0
72,AAPL.O,Q2 2019 Apple Inc Earnings Call,2019-04-30,2019-02-28,2019-04-29,2019-04-30,2019-05-30,52.9051724137931,53.285714285714300,2.3333333333333300,2.0,29.0,28.0,6.0,1.0,53.137282986022800,54.02818690219500,2.4888413198764700,2.0,54.001416145874600,54.554220371352100,2.808837979443560,2.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
73,AAPL.O,Q3 2019 Apple Inc Earnings Call,2019-07-30,2019-05-30,2019-07-29,2019-07-30,2019-08-30,52.825833333333300,56.484500000000000,2.75,3.0,18.0,30.0,4.0,1.0,54.164341846449000,57.907452775778600,2.75894155277697,3.0,55.66237052921240,59.461886473026400,2.7461508093170200,3.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
74,AAPL.O,Q4 2019 Apple Inc Earnings Call,2019-10-30,2019-08-30,2019-10-29,2019-10-30,2019-11-30,60.64423076923080,65.82364285714290,1.5,2.25,26.0,35.0,2.0,4.0,63.31921209561620,66.48931734864120,1.5263157894736800,2.1802849665600500,64.97417188858650,66.3770390396654,1.5882352941176500,1.9921042242400300,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
84,ABBV.K,Q1 2013 AbbVie Inc Earnings Conference Call,2013-04-26,2013-02-26,2013-04-25,2013-04-26,2013-05-26,45.0,48.142857142857100,2.3333333333333300,1.0,8.0,7.0,3.0,1.0,45.60621764162650,47.518589212906700,2.3321033210332100,1.0,46.7574129244366,46.335248015655700,2.319634703196350,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
85,ABBV.K,Q2 2013 AbbVie Inc Earnings Conference Call,2013-07-26,2013-05-26,2013-07-25,2013-07-26,2013-08-26,50.3,49.0,2.0,1.5,5.0,3.0,1.0,2.0,50.29911357476010,48.760147601476000,2.0,1.5263157894736800,50.34758934044930,48.24657534246580,2.0,1.5882352941176500,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
86,ABBV.K,Q3 2013 AbbVie Inc Earnings Conference Call,2013-10-25,2013-08-25,2013-10-24,2013-10-25,2013-11-25,52.75,54.375,2.0,2.0,4.0,8.0,1.0,1.0,52.484893496925200,54.14747537187460,2.0,2.0,51.81901979342410,53.95772095732510,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
87,ABBV.K,Q4 2013 AbbVie Inc Earnings Conference Call,2014-01-31,2013-11-30,2014-01-30,2014-01-31,2014-02-28,57.72727272727270,58.25,3.0,2.0,11.0,4.0,1.0,3.0,57.266886829090700,57.988368711834800,3.0,2.070110701107010,56.25658552328100,57.305171733122800,3.0,2.2328767123287700,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
88,ABBV.K,Q1 2014 AbbVie Inc Earnings Conference Call,2014-04-25,2014-02-25,2014-04-24,2014-04-25,2014-05-25,57.8,55.666666666666700,2.0,2.0,5.0,3.0,,1.0,57.739859323306200,56.2140221402214,,2.0,57.401882863707900,57.37899543379000,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
89,ABBV.K,Q2 2014 AbbVie Inc Earnings Call,2014-07-25,2014-05-25,2014-07-24,2014-07-25,2014-08-25,66.5,58.5,2.0,3.0,12.0,2.0,1.0,1.0,68.01179810214900,58.027624309392300,2.0,3.0,69.95743172084090,56.959731543624200,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
90,ABBV.K,Q3 2014 AbbVie Inc Earnings Call,2014-10-31,2014-08-31,2014-10-30,2014-10-31,2014-11-30,63.642857142857100,69.27272727272730,2.0,2.3333333333333300,14.0,11.0,6.0,3.0,63.744322227197700,68.4484400293872,2.0295608450590000,2.3321033210332100,65.0122922948783,67.0646649707777,2.059476330847930,2.319634703196350,1.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
91,ABBV.K,Q4 2014 AbbVie Inc Earnings Call,2015-01-30,2014-11-30,2015-01-29,2015-01-30,2015-02-28,75.33333333333330,66.0,3.0,5.0,12.0,8.0,2.0,1.0,74.42267912976720,66.95329740364910,3.0,5.0,72.71186876425290,68.52204012430640,3.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
92,ABBV.K,Q1 2015 AbbVie Inc Earnings Call,2015-04-23,2015-02-23,2015-04-22,2015-04-23,2015-05-23,77.0,67.75,2.0,2.0,2.0,4.0,1.0,,76.52631578947370,68.15811711683510,2.0,,75.41176470588240,69.18238386956730,2.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,ABBV.K,Q2 2015 AbbVie Inc Earnings Call,2015-07-24,2015-05-24,2015-07-23,2015-07-24,2015-08-24,77.5,78.4,2.3333333333333300,2.3333333333333300,10.0,5.0,3.0,,78.18801374181260,78.52499328465730,2.2988929889298900,,79.5849865041419,78.98874905340590,2.2237442922374400,,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
94,ABBV.K,Q3 2015 AbbVie Inc Earnings Call,2015-10-30,2015-08-30,2015-10-29,2015-10-30,2015-11-30,68.28571428571430,74.28571428571430,3.0,2.5,7.0,7.0,1.0,2.0,67.15217044907400,74.65334248540980,3.0,2.473684210526320,64.18798513813010,75.45535646273940,3.0,2.411764705882350,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
95,ABBV.K,Q4 2015 AbbVie Inc Earnings Call,2016-01-29,2015-11-29,2016-01-28,2016-01-29,2016-02-29,72.0,68.33333333333330,3.0,1.0,7.0,6.0,2.0,2.0,72.18279313078880,69.68128666827440,3.0,1.0,72.42948077467500,72.6535426377938,3.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
96,ABBV.K,AbbVie Inc Conference Call to Discuss Q1 2016 Earnings and  the Acquisition of Stemcentrx,2016-04-28,2016-02-28,2016-04-27,2016-04-28,2016-05-28,62.5,73.6,3.5,3.0,4.0,5.0,2.0,1.0,62.489677231753400,73.82798954848480,3.5263157894736800,3.0,62.808527437820800,74.11525008113660,3.5882352941176500,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
97,ABBV.K,Q2 2016 AbbVie Inc Earnings Call,2016-07-29,2016-05-29,2016-07-28,2016-07-29,2016-08-29,70.8,72.0,3.0,3.0,5.0,4.0,3.0,,71.54208688432520,72.17708636231460,3.0,,73.57902708160540,72.73549151204110,3.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
98,ABBV.K,Q3 2016 AbbVie Inc Earnings Call,2016-10-28,2016-08-28,2016-10-27,2016-10-28,2016-11-28,67.0,67.8,2.0,3.0,3.0,10.0,5.0,2.0,66.61254612546130,67.17249737858710,2.085956386901420,3.0,65.97260273972600,65.46020701666230,2.289928239154740,3.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
99,ABBV.K,Q4 2016 AbbVie Inc Earnings Call,2017-01-27,2016-11-27,2017-01-26,2017-01-27,2017-02-27,68.33333333333330,61.5,3.0,3.0,3.0,4.0,1.0,,69.18819188191880,61.39823479703300,3.0,,71.2785388127854,60.923978582798700,3.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100,ABBV.K,Q1 2017 AbbVie Inc Earnings Call,2017-04-27,2017-02-27,2017-04-26,2017-04-27,2017-05-27,70.0,71.75,2.5,2.5,4.0,8.0,2.0,,69.66269264321020,72.6011757812926,2.526315789473680,,69.1235688906435,74.8094000416978,2.588235294117650,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
101,ABBV.K,Q2 2017 AbbVie Inc Earnings Call,2017-07-28,2017-05-28,2017-07-27,2017-07-28,2017-08-28,82.28571428571430,81.0,2.0,2.0,7.0,6.0,1.0,,81.71889720417610,81.2652302058012,2.0,,79.49044386084960,82.38818225400100,2.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,ABBV.K,Q3 2017 AbbVie Inc Earnings Call,2017-10-27,2017-08-27,2017-10-26,2017-10-27,2017-11-27,99.26315789473680,104.63636363636400,2.0,1.0,19.0,11.0,3.0,1.0,101.14814062356100,105.49285679719500,2.070110701107010,1.0,105.45826549170900,108.43607895423300,2.2328767123287700,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
103,ABBV.K,Q4 2017 AbbVie Inc Earnings Call,2018-01-26,2017-11-26,2018-01-25,2018-01-26,2018-02-26,106.63636363636400,131.61111111111100,1.0,3.5,11.0,18.0,1.0,2.0,106.79649382163500,131.29196538595800,1.0,3.5263157894736800,105.3499245734470,130.27742551564600,1.0,3.5882352941176500,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
104,ABBV.K,Q1 2018 AbbVie Inc Earnings Call,2018-04-26,2018-02-26,2018-04-25,2018-04-26,2018-05-26,114.44444444444400,106.8,2.0,2.0,18.0,10.0,2.0,,109.67382855861900,109.15364537284800,1.9473684210526300,,104.56474647597200,115.15312363208100,1.8235294117647100,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
105,ABBV.K,Q2 2018 AbbVie Inc Earnings Call,2018-07-27,2018-05-27,2018-07-26,2018-07-27,2018-08-27,109.5,105.88888888888900,3.3333333333333300,3.3333333333333300,6.0,9.0,3.0,,111.26559445867500,106.78739422775100,3.29889298892989,,114.39349257588300,108.93747433800900,3.2237442922374400,,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
106,ABBV.K,Q3 2018 AbbVie Inc Earnings Call,2018-11-02,2018-09-02,2018-11-01,2018-11-02,2018-12-02,105.25,95.66666666666670,5.0,5.0,4.0,12.0,1.0,,104.13608607153200,95.20991061392960,5.0,,101.46387682589800,98.13743296956060,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
107,ABBV.K,Q4 2018 AbbVie Inc Earnings Call,2019-01-25,2018-11-25,2019-01-24,2019-01-25,2019-02-25,89.0,93.0,3.0,3.0,3.0,10.0,1.0,,88.67718259600180,92.66753091290850,3.0,,87.67053927518640,91.53086380800830,3.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
108,ABBV.K,Q1 2019 AbbVie Inc Earnings Call,2019-04-25,2019-02-25,2019-04-24,2019-04-25,2019-05-25,93.0,88.6,3.0,3.0,,10.0,1.0,1.0,,89.56434693065650,3.0,3.0,,92.56703854903310,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
109,ABBV.K,Q2 2019 AbbVie Inc Earnings Call,2019-07-26,2019-05-26,2019-07-25,2019-07-26,2019-08-26,79.85714285714290,79.83333333333330,2.3333333333333300,2.5,7.0,6.0,3.0,2.0,80.07873520398860,78.89851438132660,2.3357933579335800,2.526315789473680,81.34875453565580,77.09988541974790,2.3607305936073100,2.588235294117650,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
110,ABBV.K,Q3 2019 Abbvie Inc Earnings Call,2019-11-01,2019-09-01,2019-10-31,2019-11-01,2019-12-01,100.33333333333300,90.28571428571430,1.0,1.0,3.0,7.0,1.0,,100.17684127609300,89.60078234866070,1.0,,99.0087288597927,88.52270557243410,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,ABT,Q4 2012 Abbott Earnings Conference Call,2013-01-23,2012-11-23,2013-01-22,2013-01-23,2013-02-23,40.980000000000000,35.75,2.5714285714285700,1.0,14.0,8.0,7.0,1.0,37.49956244889110,35.12562744631440,2.608742980442320,1.0,34.78042542557430,33.69883540013540,2.7308765245671600,1.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
190,ABT,Q1 2013 Abbott Earnings Conference Call,2013-04-17,2013-02-17,2013-04-16,2013-04-17,2013-05-17,37.6,38.27272727272730,3.0,3.0,5.0,11.0,1.0,,37.169299894996500,38.545209417207900,3.0,,36.11842342504780,39.41715206170510,3.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
191,ABT,Q2 2013 Abbott Earnings Conference Call,2013-07-17,2013-05-17,2013-07-16,2013-07-17,2013-08-17,43.333333333333300,37.4,2.25,2.0,6.0,5.0,4.0,1.0,43.180323218777200,36.92549632487610,2.2617039837162000,2.0,42.833269528932500,36.08798817208180,2.2763521515988900,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
192,ABT,Q3 2013 Abbott Earnings Conference Call,2013-10-16,2013-08-16,2013-10-15,2013-10-16,2013-11-16,41.666666666666700,40.27272727272730,2.0,2.0,3.0,11.0,,1.0,41.62730627306270,39.7618813713984,,2.0,41.50228310502280,39.01999668095010,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
193,ABT,Q4 2013 Abbott Earnings Conference Call,2014-01-22,2013-11-22,2014-01-21,2014-01-22,2014-02-22,42.88181818181820,42.285714285714300,2.5,1.0,11.0,7.0,2.0,1.0,43.342839094886200,41.67767759095160,2.473684210526320,1.0,43.92681655304080,40.30588406832830,2.411764705882350,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
194,ABT,Q1 2014 Abbott Earnings Conference Call,2014-04-16,2014-02-16,2014-04-15,2014-04-16,2014-05-16,44.0,40.075000000000000,1.5,4.0,6.0,6.0,2.0,1.0,44.26280575125010,39.20592710843240,1.5263157894736800,4.0,44.82803782168320,37.234263915380600,1.5882352941176500,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
195,ABT,Q2 2014 Abbott Laboratories Earnings Call,2014-07-16,2014-05-16,2014-07-15,2014-07-16,2014-08-16,44.375,43.07692307692310,2.0,2.0,8.0,13.0,2.0,,44.90838351905960,44.08823751164660,2.0,,45.91415035903940,44.927478253273900,2.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,ABT,Q3 2014 Abbott Laboratories Earnings Call,2014-10-22,2014-08-22,2014-10-21,2014-10-22,2014-11-22,46.666666666666700,48.333333333333300,3.0,2.0,3.0,9.0,1.0,1.0,46.450184501845000,48.116830223203500,3.0,2.0,45.899543378995400,47.65544483946180,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
197,ABT,Q4 2014 Abbott Laboratories Earnings Call,2015-01-29,2014-11-29,2015-01-28,2015-01-29,2015-02-28,49.5,49.888888888888900,3.0,1.0,10.0,9.0,1.0,1.0,49.45338325794920,49.63111912177550,3.0,1.0,49.447029685368500,49.28782840326900,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
198,ABT,Q1 2015 Abbott Laboratories Earnings Call,2015-04-22,2015-02-22,2015-04-21,2015-04-22,2015-05-22,52.5,52.54545454545460,1.0,1.0,6.0,11.0,,,52.626580644059800,52.28639258895610,,,52.85812788788140,51.45899707967600,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,ABT,Q2 2015 Abbott Laboratories Earnings Call,2015-07-22,2015-05-22,2015-07-21,2015-07-22,2015-08-22,54.0,55.73076923076920,1.5,1.5,5.0,13.0,2.0,,53.89648604429680,55.844945345049800,1.4736842105263200,,53.68270166961160,56.10597203460810,1.411764705882350,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,ABT,Q3 2015 Abbott Laboratories Earnings Call,2015-10-21,2015-08-21,2015-10-20,2015-10-21,2015-11-21,49.68181818181820,49.6,2.0,3.0,11.0,5.0,1.0,1.0,49.17895930692850,49.68838367805430,2.0,3.0,48.181871427943900,49.92063034149510,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201,ABT,Q4 2015 Abbott Laboratories Earnings Call,2016-01-28,2015-11-28,2016-01-27,2016-01-28,2016-02-28,48.5,43.46666666666670,2.0,2.0,12.0,15.0,2.0,2.0,47.8830159740743,43.274020915442600,2.0526315789473700,2.0526315789473700,47.26823936136190,43.08352868811590,2.1764705882352900,2.1764705882352900,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
202,ABT,Q1 2016 Abbott Laboratories Earnings Call,2016-04-20,2016-02-20,2016-04-19,2016-04-20,2016-05-20,46.625,46.666666666666700,3.0,1.0,8.0,9.0,1.0,1.0,46.892672764284600,47.053602363036600,3.0,1.0,47.411910224755800,47.63054458599290,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
